,emp_length Encoded,home_ownership Encoded,purpose Encoded,addr_state Encoded,loan_amnt,int_rate,installment,annual_inc,dti,delinq_2yrs,mths_since_last_delinq,open_acc,mths_since_first_cr_line,term,revol_bal,total_acc,out_prncp,predicted_loan_status
1732,1,0,1,4,16550.0,15.31,396.43,61503.52,17.58,0.0,0.0,7.0,314.9,60.0,23733.0,20.0,0.0,good
750,1,0,2,14,25000.0,23.83,716.74,84000.0,20.67,2.0,21.0,12.0,340.4,60.0,19939.0,25.0,0.0,good
8422,1,3,2,14,5000.0,10.64,162.85,55000.0,21.91,0.0,0.0,10.0,311.3,36.0,16871.0,28.0,0.0,good
4323,4,3,8,5,8000.0,15.31,278.54,37000.0,18.62,1.0,23.0,14.0,359.1,36.0,1669.0,28.0,0.0,good
4218,8,0,3,9,17625.0,12.12,393.13,45000.0,8.8,0.0,0.0,8.0,282.8,60.0,12059.0,17.0,0.0,good
5,3,0,3,27,1400.0,15.96,49.2,67000.0,19.57,0.0,61.0,8.0,243.0,36.0,13806.0,14.0,0.0,good
348,9,0,2,41,8000.0,17.99,289.18,63000.0,19.33,0.0,41.0,11.0,337.9,36.0,20352.0,26.0,0.0,good
4538,3,4,1,25,10625.0,14.33,364.85,31000.0,19.94,0.0,39.0,14.0,276.6,36.0,13232.0,29.0,0.0,good
749,10,4,1,10,5500.0,12.12,183.0,26500.0,7.02,0.0,0.0,5.0,211.4,36.0,2335.0,7.0,0.0,good
78,1,4,2,9,2800.0,7.9,87.62,54000.0,13.6,0.0,0.0,4.0,274.4,36.0,3406.0,11.0,0.0,good
1485,1,4,2,4,9325.0,15.8,326.92,112632.0,13.7,0.0,29.0,5.0,258.2,36.0,29098.0,25.0,0.0,good
3965,10,4,2,12,12000.0,6.62,368.45,65000.0,12.65,0.0,0.0,5.0,426.7,36.0,18242.0,17.0,0.0,good
336,0,4,0,34,5400.0,18.25,195.91,51996.0,3.42,0.0,0.0,12.0,215.1,36.0,5128.0,15.0,0.0,good
5637,9,0,2,13,35000.0,21.98,966.27,225000.0,3.62,0.0,0.0,11.0,475.2,60.0,27954.0,36.0,0.0,good
4001,8,4,2,23,10850.0,14.33,372.57,70000.0,27.67,0.0,0.0,14.0,291.4,36.0,10492.0,33.0,0.0,good
5483,0,0,2,14,5000.0,14.33,171.7,45000.0,17.33,3.0,8.0,15.0,288.8,36.0,5605.0,47.0,0.0,good
5064,7,4,1,4,15000.0,13.11,506.21,101000.0,7.53,2.0,15.0,15.0,479.4,36.0,17745.0,36.0,0.0,good
5372,5,0,3,9,15000.0,7.62,467.43,56320.0,19.24,0.0,0.0,12.0,186.3,36.0,189.0,15.0,0.0,good
3856,6,0,2,26,20000.0,17.27,499.96,104000.0,10.94,0.0,0.0,9.0,279.6,60.0,8843.0,26.0,0.0,good
2117,0,0,2,31,8000.0,17.27,286.3,45000.0,10.27,2.0,5.0,15.0,362.9,36.0,7454.0,34.0,0.0,good
4329,4,0,1,39,18000.0,18.75,657.54,62500.0,13.29,0.0,0.0,13.0,233.1,36.0,15044.0,17.0,0.0,good
4126,1,0,2,39,14000.0,15.31,487.45,96000.0,23.63,1.0,14.0,17.0,354.4,36.0,12551.0,29.0,0.0,good
345,5,4,2,17,12000.0,13.67,408.22,59000.0,10.35,0.0,59.0,3.0,376.9,36.0,13125.0,18.0,0.0,good
7032,2,0,1,4,12000.0,20.2,319.27,126000.0,8.63,2.0,11.0,5.0,367.5,60.0,12291.0,20.0,0.0,good
3289,7,0,1,38,14500.0,9.71,465.91,50000.0,18.91,0.0,0.0,8.0,277.6,36.0,14457.0,13.0,0.0,good
3873,1,0,3,42,20000.0,13.11,674.94,75000.0,14.72,0.0,0.0,15.0,335.5,36.0,12803.0,29.0,0.0,good
3562,7,0,10,27,23325.0,7.9,729.85,50000.0,4.44,0.0,0.0,5.0,279.7,36.0,11182.0,20.0,0.0,good
6058,1,0,2,28,23000.0,15.31,800.8,64000.0,18.19,0.0,70.0,12.0,351.8,36.0,21723.0,26.0,0.0,good
3713,1,4,2,11,35000.0,22.45,975.64,120000.0,18.7,0.0,28.0,15.0,328.9,60.0,30463.0,28.0,0.0,good
1000,2,4,2,18,3600.0,7.9,112.65,24000.0,24.2,0.0,0.0,8.0,275.3,36.0,4667.0,19.0,0.0,good
6854,1,4,2,4,28000.0,13.68,952.63,85000.0,12.52,0.0,42.0,10.0,257.2,36.0,18459.0,23.0,0.0,good
6926,1,0,2,13,10000.0,15.1,347.15,83000.0,4.5,3.0,1.0,7.0,544.9,36.0,3263.0,27.0,0.0,good
3647,8,4,1,28,2100.0,7.9,65.71,73400.0,21.26,0.0,0.0,12.0,361.5,36.0,32656.0,38.0,0.0,good
9169,11,0,1,16,4800.0,7.9,150.2,25000.0,15.62,0.0,0.0,11.0,495.8,36.0,10566.0,43.0,0.0,good
751,5,0,8,4,10000.0,16.29,353.01,72000.0,18.37,0.0,0.0,22.0,374.4,36.0,7769.0,42.0,0.0,good
8617,1,0,2,32,10000.0,6.97,308.64,110000.0,17.94,0.0,0.0,10.0,384.2,36.0,22260.0,29.0,0.0,good
1373,2,3,2,25,3000.0,17.77,108.12,50000.0,24.58,0.0,25.0,8.0,257.0,36.0,1385.0,19.0,0.0,good
3572,3,0,3,34,5200.0,8.9,165.12,44828.88,18.42,0.0,0.0,18.0,210.5,36.0,8591.0,30.0,0.0,good
5008,10,4,8,43,2000.0,17.77,72.08,29120.0,16.4,0.0,0.0,6.0,421.2,36.0,19543.0,13.0,0.0,good
420,10,3,2,28,20000.0,19.22,521.24,50000.0,21.46,1.0,9.0,7.0,408.9,60.0,14101.0,19.0,0.0,good
5245,1,0,2,4,22750.0,19.05,590.78,52107.0,11.56,0.0,36.0,7.0,413.9,60.0,9582.0,26.0,0.0,good
508,5,4,2,17,8800.0,15.31,306.4,46000.0,22.23,0.0,0.0,13.0,310.8,36.0,15145.0,24.0,0.0,good
6509,1,3,4,23,23350.0,6.03,710.67,65000.0,0.92,0.0,0.0,8.0,336.2,36.0,494.0,29.0,0.0,good
3084,0,4,8,4,6400.0,10.64,208.44,26797.0,1.58,0.0,0.0,6.0,448.6,36.0,3963.0,20.0,0.0,good
3165,3,4,2,28,24000.0,20.31,640.01,80000.0,20.94,0.0,0.0,10.0,237.0,60.0,19054.0,18.0,0.0,good
957,1,4,2,10,20500.0,19.72,758.94,52000.0,31.75,6.0,18.0,10.0,424.8,36.0,7993.0,33.0,0.0,good
3576,5,4,1,28,6500.0,7.9,203.39,35373.0,14.87,0.0,0.0,5.0,304.5,36.0,3542.0,24.0,0.0,good
1948,1,0,2,4,16000.0,15.31,383.25,40000.0,13.89,0.0,35.0,8.0,332.8,60.0,15056.0,16.0,0.0,good
775,2,0,1,41,24000.0,19.05,623.24,95000.0,16.76,0.0,53.0,12.0,365.2,60.0,19262.0,47.0,0.0,good
2484,6,3,2,11,12175.0,14.33,418.07,35000.0,6.55,0.0,0.0,7.0,330.4,36.0,8469.0,23.0,0.0,good
915,5,3,8,4,13700.0,7.9,428.68,36000.0,24.52,0.0,78.0,7.0,287.1,36.0,4310.0,28.0,0.0,good
3064,1,0,2,27,15000.0,13.05,505.78,100000.0,8.5,0.0,24.0,10.0,347.2,36.0,15264.0,28.0,0.0,good
4589,1,0,2,14,6625.0,19.72,245.27,53305.0,19.0,0.0,69.0,15.0,270.4,36.0,6933.0,28.0,0.0,good
4508,11,0,2,19,18000.0,21.98,496.94,90000.0,29.92,0.0,35.0,19.0,351.0,60.0,22504.0,39.0,0.0,good
951,6,0,3,4,10000.0,14.09,342.22,92200.0,3.76,0.0,0.0,10.0,225.8,36.0,14719.0,12.0,0.0,good
4327,1,0,2,5,20000.0,15.31,479.06,53000.0,15.1,2.0,11.0,9.0,308.1,60.0,10870.0,29.0,0.0,good
4477,4,0,2,25,2000.0,17.27,71.58,80000.0,10.44,0.0,59.0,7.0,254.1,36.0,3418.0,11.0,0.0,good
6538,10,3,8,3,5000.0,16.78,123.68,30000.0,0.84,0.0,0.0,3.0,308.2,60.0,2025.0,11.0,0.0,good
8755,1,0,1,10,6000.0,11.99,199.26,65000.0,16.71,8.0,12.0,12.0,314.3,36.0,8332.0,35.0,0.0,good
6793,1,0,2,18,15000.0,24.89,439.31,92000.0,12.35,0.0,33.0,12.0,382.0,60.0,16318.0,23.0,0.0,good
5507,1,3,2,39,24000.0,16.29,847.21,72000.0,12.43,0.0,0.0,11.0,416.1,36.0,25557.0,15.0,0.0,good
4325,2,0,3,18,30000.0,7.62,934.85,130000.0,2.6,0.0,0.0,9.0,349.1,36.0,6174.0,16.0,0.0,good
4847,10,4,1,29,8875.0,14.09,303.72,26000.0,29.26,2.0,8.0,13.0,325.9,36.0,9841.0,22.0,0.0,good
4282,9,0,2,37,10000.0,10.16,323.43,74200.0,7.26,0.0,0.0,6.0,273.4,36.0,13147.0,22.0,0.0,good
3015,1,3,1,28,6000.0,6.03,182.62,39160.0,27.76,0.0,0.0,21.0,411.5,36.0,6408.0,52.0,0.0,good
3622,10,4,1,37,6500.0,12.12,216.27,56000.0,14.74,0.0,0.0,20.0,221.0,36.0,4676.0,24.0,0.0,good
566,10,4,2,10,6600.0,15.31,229.8,48000.0,15.33,0.0,0.0,6.0,277.1,36.0,15032.0,6.0,0.0,good
5069,5,3,8,4,20000.0,22.95,563.24,80000.0,19.85,0.0,32.0,12.0,244.9,60.0,12673.0,23.0,0.0,good
7033,1,0,3,1,7200.0,9.99,232.29,40000.0,20.91,0.0,44.0,5.0,311.9,36.0,11531.0,19.0,0.0,good
277,1,0,5,2,1000.0,7.62,31.17,38000.0,0.47,0.0,0.0,4.0,386.6,36.0,120.0,15.0,0.0,good
254,2,0,2,4,15000.0,15.31,522.26,120000.0,10.1,0.0,0.0,7.0,261.3,36.0,8645.0,21.0,0.0,good
7031,1,4,2,21,10000.0,10.99,327.34,40000.0,22.05,0.0,56.0,7.0,314.5,36.0,11078.0,14.0,0.0,good
370,2,4,5,23,6500.0,7.9,203.39,79500.0,0.74,0.0,0.0,5.0,203.5,36.0,1259.0,7.0,0.0,good
1830,1,0,1,6,11900.0,10.16,384.88,35300.0,16.43,0.0,0.0,12.0,346.5,36.0,16354.0,26.0,0.0,good
869,9,4,2,28,27150.0,21.98,749.55,85000.0,9.09,1.0,8.0,15.0,412.3,60.0,15869.0,39.0,0.0,good
3355,7,0,0,4,5100.0,6.03,155.23,50599.0,0.25,0.0,0.0,11.0,399.5,36.0,7056.0,26.0,0.0,good
1008,4,4,5,33,1750.0,7.9,54.76,25000.0,14.74,0.0,0.0,8.0,202.3,36.0,603.0,11.0,0.0,good
2386,11,3,1,9,10000.0,18.75,365.3,49000.0,23.39,0.0,0.0,12.0,285.6,36.0,4334.0,29.0,0.0,good
374,0,4,1,17,20950.0,12.12,697.05,42000.0,24.46,0.0,0.0,8.0,259.3,36.0,30618.0,30.0,0.0,good
4063,4,0,2,3,6000.0,12.12,199.63,55000.0,27.21,0.0,0.0,19.0,253.0,36.0,8969.0,31.0,0.0,good
3815,11,3,3,21,5000.0,7.9,156.46,30000.0,1.0,0.0,0.0,2.0,238.1,36.0,1047.0,16.0,0.0,good
122,0,4,2,9,16950.0,12.69,568.59,31200.0,16.0,0.0,0.0,10.0,292.8,36.0,14069.0,19.0,0.0,good
6711,11,3,8,37,16000.0,24.08,461.04,55000.0,25.62,0.0,0.0,15.0,370.6,60.0,15155.0,43.0,0.0,good
4028,1,4,2,29,8000.0,18.49,291.19,110000.0,16.53,1.0,16.0,12.0,352.2,36.0,13189.0,27.0,0.0,good
6552,0,4,5,4,4750.0,13.68,161.61,48000.0,4.93,0.0,0.0,11.0,210.1,36.0,1730.0,12.0,0.0,good
3883,10,0,2,37,12375.0,15.31,430.87,78348.0,21.32,1.0,4.0,8.0,369.4,36.0,9619.0,18.0,0.0,good
1650,3,4,2,25,10625.0,16.29,375.07,31000.0,19.05,0.0,59.0,13.0,376.2,36.0,19570.0,20.0,0.0,good
1779,5,3,2,10,12000.0,13.11,404.97,52000.0,12.91,0.0,0.0,9.0,359.8,36.0,17824.0,17.0,0.0,good
5959,1,4,2,5,7500.0,21.0,282.57,47000.0,19.81,0.0,55.0,16.0,328.9,36.0,9114.0,31.0,0.0,good
539,7,4,2,25,5000.0,19.22,130.31,65000.0,8.99,2.0,14.0,6.0,414.5,60.0,6027.0,23.0,0.0,good
75,4,4,2,3,1600.0,7.9,50.07,20832.0,23.16,0.0,0.0,3.0,221.4,36.0,1464.0,5.0,0.0,good
1588,10,0,1,17,20000.0,6.03,608.72,90000.0,22.4,0.0,0.0,14.0,262.5,36.0,29448.0,36.0,0.0,good
2871,6,4,1,12,24000.0,13.11,809.93,92000.0,25.59,2.0,2.0,9.0,363.0,36.0,34429.0,34.0,0.0,good
2698,1,0,3,30,1500.0,13.11,50.63,55000.0,12.89,0.0,0.0,12.0,267.5,36.0,4639.0,50.0,0.0,good
4272,7,3,2,25,10000.0,12.12,332.72,60000.0,20.1,0.0,0.0,9.0,277.3,36.0,6887.0,17.0,0.0,good
4153,2,4,1,9,8250.0,15.31,287.25,36000.0,24.57,0.0,0.0,9.0,257.2,36.0,19233.0,18.0,0.0,good
745,6,0,3,19,18250.0,17.27,456.22,90000.0,6.09,1.0,16.0,6.0,261.5,60.0,460.0,14.0,0.0,good
507,1,0,8,23,18000.0,21.97,496.84,210000.0,12.15,1.0,17.0,18.0,342.9,60.0,28194.0,35.0,0.0,good
5823,10,4,5,23,6000.0,11.14,196.84,46000.0,14.79,0.0,0.0,10.0,214.4,36.0,1132.0,21.0,0.0,good
4645,3,4,0,24,9600.0,11.14,314.93,45000.0,0.67,0.0,0.0,6.0,186.8,36.0,93.0,9.0,0.0,good
3774,3,0,7,44,2400.0,12.12,79.86,41800.0,21.36,0.0,0.0,9.0,248.3,36.0,19418.0,31.0,0.0,good
1153,1,4,1,19,7000.0,15.31,243.73,28000.0,24.53,1.0,22.0,14.0,269.4,36.0,6859.0,35.0,0.0,good
1785,5,3,3,29,25200.0,23.28,714.46,120000.0,21.92,0.0,25.0,12.0,330.7,60.0,10222.0,58.0,0.0,good
517,1,4,2,31,23000.0,13.67,782.41,58000.0,11.79,0.0,0.0,11.0,392.7,36.0,22601.0,28.0,0.0,good
3904,1,4,2,23,20000.0,15.31,696.35,82065.0,17.52,0.0,0.0,6.0,340.8,36.0,31003.0,14.0,0.0,good
3968,10,4,2,4,17300.0,12.12,575.6,55000.0,22.64,1.0,15.0,19.0,306.7,36.0,20779.0,31.0,0.0,good
456,0,0,2,39,9600.0,19.22,352.97,42000.0,13.77,1.0,23.0,5.0,215.4,36.0,900.0,7.0,0.0,good
784,9,0,2,4,12000.0,17.77,432.45,87000.0,2.76,1.0,19.0,7.0,290.2,36.0,6554.0,29.0,0.0,good
4848,5,0,2,28,16000.0,11.14,524.89,100000.0,20.81,0.0,0.0,12.0,265.9,36.0,22600.0,15.0,0.0,good
4122,2,4,2,25,4000.0,13.11,134.99,38000.0,10.64,0.0,0.0,9.0,186.5,36.0,2634.0,11.0,0.0,good
9747,1,4,1,37,10600.0,18.25,384.55,50295.0,6.47,0.0,0.0,17.0,317.7,36.0,8984.0,28.0,0.0,good
8377,2,0,2,1,20125.0,24.5,584.82,45000.0,22.13,0.0,54.0,8.0,276.6,60.0,4409.0,34.0,0.0,good
1837,1,0,2,4,18600.0,16.29,455.19,90000.0,11.25,0.0,0.0,7.0,302.1,60.0,13851.0,34.0,0.0,good
4579,5,4,2,28,30000.0,17.77,1081.12,124000.0,12.73,0.0,28.0,17.0,375.3,36.0,11357.0,25.0,0.0,good
546,1,4,2,4,4250.0,15.81,149.02,96000.0,19.54,0.0,41.0,7.0,327.3,36.0,9860.0,25.0,0.0,good
3546,4,4,12,4,7000.0,13.67,238.13,114000.0,5.05,1.0,8.0,12.0,459.9,36.0,4138.0,17.0,0.0,good
682,11,4,8,28,5000.0,6.03,152.18,20400.0,23.12,0.0,0.0,10.0,546.0,36.0,13281.0,15.0,0.0,good
358,2,0,4,9,24000.0,19.99,635.72,53100.0,20.95,0.0,0.0,23.0,274.6,60.0,24318.0,41.0,0.0,good
1281,1,0,2,4,18000.0,14.09,615.99,59000.0,29.09,0.0,0.0,7.0,338.6,36.0,16614.0,28.0,0.0,good
5397,10,4,2,36,9750.0,19.05,357.65,29120.0,30.58,0.0,77.0,10.0,250.2,36.0,13578.0,22.0,0.0,good
5270,4,4,2,11,7200.0,18.49,262.08,101300.0,17.14,0.0,0.0,13.0,223.7,36.0,7896.0,24.0,0.0,good
3168,1,0,2,39,20400.0,24.08,587.82,77000.0,20.01,0.0,29.0,14.0,363.7,60.0,5339.0,48.0,0.0,good
6010,1,4,2,9,28800.0,16.29,1016.66,67000.0,8.27,1.0,23.0,4.0,273.9,36.0,21228.0,17.0,0.0,good
3408,1,0,5,32,3000.0,11.55,99.0,33000.0,25.2,0.0,0.0,7.0,413.2,36.0,4455.0,24.0,0.0,good
6399,1,0,2,37,17000.0,11.55,561.0,92000.0,9.65,1.0,23.0,9.0,226.3,36.0,21485.0,19.0,0.0,good
62,2,4,2,39,2000.0,10.65,65.15,48000.0,17.29,0.0,25.0,9.0,241.7,36.0,3369.0,18.0,0.0,good
3034,1,0,1,9,26300.0,12.35,877.94,74000.0,25.12,0.0,0.0,9.0,403.5,36.0,38178.0,18.0,0.0,good
4344,3,3,1,19,25050.0,12.12,833.46,70000.0,24.75,1.0,21.0,16.0,426.9,36.0,24661.0,46.0,0.0,good
5014,1,4,2,31,14000.0,15.31,487.45,39500.0,24.61,0.0,0.0,7.0,356.2,36.0,11804.0,12.0,0.0,good
4316,5,4,1,27,4000.0,14.33,137.36,14000.0,13.11,0.0,0.0,4.0,239.9,36.0,6273.0,11.0,0.0,good
4678,7,0,3,4,6000.0,10.16,194.06,62000.0,7.78,1.0,22.0,8.0,256.6,36.0,17600.0,23.0,0.0,good
4539,0,0,2,0,21000.0,7.9,657.1,75000.0,16.08,0.0,56.0,10.0,375.6,36.0,7533.0,31.0,0.0,good
2771,1,0,1,28,16000.0,23.63,456.86,65000.0,19.31,0.0,0.0,12.0,338.4,60.0,30369.0,21.0,0.0,good
4494,3,0,3,9,1000.0,7.9,31.3,40000.0,17.07,0.0,37.0,8.0,372.8,36.0,3186.0,49.0,0.0,good
6281,4,0,2,10,6000.0,6.62,184.23,65000.0,17.56,0.0,0.0,12.0,238.9,36.0,4240.0,23.0,0.0,good
2635,0,4,1,36,5000.0,17.77,180.19,17000.0,22.31,0.0,0.0,10.0,201.8,36.0,9485.0,17.0,0.0,good
4507,3,4,2,27,9000.0,14.33,309.05,60000.0,5.14,0.0,30.0,11.0,300.0,36.0,10127.0,25.0,0.0,good
4167,1,0,2,2,10800.0,14.33,370.86,58000.0,12.97,1.0,18.0,19.0,340.1,36.0,19348.0,63.0,0.0,good
6536,3,0,2,4,33425.0,24.89,978.92,77000.0,21.99,2.0,8.0,15.0,267.2,60.0,10005.0,41.0,0.0,good
4169,1,0,2,28,35000.0,12.12,780.68,116000.0,14.74,0.0,0.0,7.0,437.1,60.0,91194.0,41.0,0.0,good
81,1,0,2,9,11000.0,18.25,399.06,65000.0,6.3,0.0,0.0,9.0,368.3,36.0,12197.0,11.0,0.0,good
28,1,0,0,5,3950.0,8.9,125.43,52800.0,0.57,0.0,0.0,4.0,348.7,36.0,675.0,7.0,0.0,good
4884,3,0,2,16,16800.0,14.09,574.92,55000.0,19.55,0.0,0.0,10.0,270.5,36.0,8497.0,17.0,0.0,good
4378,6,0,1,17,18000.0,13.11,410.57,177000.0,19.84,0.0,0.0,12.0,297.7,60.0,1499.0,35.0,0.0,good
1208,7,4,2,37,9750.0,6.03,296.75,65000.0,2.42,0.0,0.0,9.0,255.0,36.0,7667.0,20.0,0.0,good
1306,0,0,1,30,5200.0,11.14,170.59,257000.0,9.25,0.0,46.0,20.0,303.4,36.0,18772.0,45.0,0.0,good
4725,1,0,1,4,6500.0,13.11,219.36,35000.0,21.94,0.0,0.0,8.0,372.4,36.0,6707.0,11.0,0.0,good
2114,8,0,1,4,7750.0,15.8,271.71,50000.0,15.79,0.0,0.0,9.0,219.0,36.0,4058.0,10.0,0.0,good
378,1,4,8,28,7200.0,17.27,257.67,70000.0,18.7,0.0,0.0,19.0,304.4,36.0,24561.0,31.0,0.0,good
5998,1,4,2,18,22000.0,15.8,532.67,49000.0,9.11,0.0,36.0,11.0,446.0,60.0,12241.0,29.0,0.0,good
5187,1,0,2,16,20000.0,16.29,489.45,60000.0,20.96,0.0,0.0,17.0,618.2,60.0,23214.0,23.0,0.0,good
2732,1,0,3,4,10000.0,12.12,332.72,87000.0,2.74,0.0,0.0,10.0,348.5,36.0,8884.0,20.0,0.0,good
1784,1,0,2,16,12000.0,7.62,373.94,75000.0,12.43,0.0,48.0,6.0,294.7,36.0,4210.0,27.0,0.0,good
4630,1,0,1,20,2000.0,12.12,66.55,80000.0,20.92,1.0,15.0,13.0,348.2,36.0,24710.0,23.0,0.0,good
8927,8,4,1,17,7300.0,15.1,253.42,70000.0,16.92,0.0,0.0,12.0,281.8,36.0,15461.0,30.0,0.0,good
1750,2,4,1,23,10000.0,10.16,323.43,59321.0,19.36,0.0,0.0,14.0,265.9,36.0,22898.0,21.0,0.0,good
8858,6,0,1,41,18000.0,11.99,597.78,125000.0,8.8,0.0,0.0,9.0,281.0,36.0,25807.0,10.0,0.0,good
4700,1,0,8,34,4000.0,19.05,146.73,46000.0,8.32,0.0,75.0,8.0,342.5,36.0,10381.0,19.0,0.0,good
1686,2,0,2,9,12000.0,11.14,393.67,84000.0,11.16,0.0,49.0,6.0,458.0,36.0,29678.0,18.0,0.0,good
1372,4,0,1,25,6500.0,7.9,203.39,100000.0,13.05,1.0,14.0,11.0,310.0,36.0,9841.0,30.0,0.0,good
2481,1,4,5,37,4500.0,15.31,156.68,38542.0,19.49,0.0,49.0,7.0,265.4,36.0,4966.0,13.0,0.0,good
651,2,4,2,23,7200.0,9.76,231.52,36243.0,5.07,0.0,0.0,8.0,339.3,36.0,11661.0,23.0,0.0,good
3627,5,4,2,27,8575.0,6.62,263.29,18000.0,24.6,0.0,0.0,7.0,378.0,36.0,11677.0,13.0,0.0,good
605,1,0,1,37,10000.0,15.31,348.18,109000.0,9.38,2.0,17.0,10.0,348.6,36.0,9064.0,26.0,0.0,good
4941,0,0,2,3,9000.0,15.8,315.53,42000.0,19.63,0.0,48.0,15.0,344.4,36.0,7987.0,38.0,0.0,good
1644,1,0,2,4,32000.0,13.11,1079.91,72000.0,10.65,0.0,0.0,12.0,360.2,36.0,34359.0,19.0,0.0,good
5724,11,3,2,28,16000.0,10.16,341.22,37000.0,24.71,0.0,0.0,17.0,594.9,60.0,7326.0,27.0,0.0,good
483,0,4,1,20,12000.0,14.65,413.94,29000.0,21.6,0.0,52.0,8.0,320.1,36.0,17012.0,19.0,0.0,good
9303,8,0,2,28,9000.0,15.1,312.43,85000.0,16.22,0.0,55.0,11.0,428.2,36.0,18959.0,37.0,0.0,good
2925,6,4,2,20,10000.0,10.16,323.43,41061.28,13.47,1.0,11.0,4.0,265.8,36.0,4654.0,16.0,0.0,good
4750,1,0,2,23,15000.0,7.9,469.36,90000.0,11.6,1.0,19.0,9.0,330.3,36.0,17241.0,24.0,0.0,good
3630,1,4,7,3,5000.0,10.74,163.08,36000.0,6.73,0.0,0.0,16.0,281.9,36.0,3115.0,39.0,0.0,good
1963,1,4,8,6,5000.0,17.27,178.94,56160.0,16.15,0.0,0.0,3.0,362.8,36.0,19824.0,17.0,0.0,good
6134,1,3,1,28,35000.0,23.5,996.75,104000.0,10.4,1.0,11.0,17.0,393.6,60.0,28920.0,61.0,0.0,good
4638,4,4,1,9,14400.0,18.49,524.15,62000.0,33.23,0.0,24.0,14.0,307.1,36.0,11089.0,62.0,0.0,good
2292,1,0,2,4,15000.0,16.29,367.09,59000.0,16.76,0.0,0.0,7.0,296.0,60.0,9871.0,19.0,0.0,good
838,3,0,2,28,13250.0,7.9,414.6,42000.0,16.37,0.0,41.0,12.0,256.8,36.0,8805.0,21.0,0.0,good
3810,7,0,1,12,17625.0,18.25,449.96,52000.0,26.61,0.0,0.0,17.0,287.1,60.0,16602.0,43.0,0.0,good
31,1,0,2,25,20000.0,17.27,499.96,100000.0,22.04,0.0,0.0,9.0,319.6,60.0,18958.0,33.0,0.0,good
4679,8,0,1,37,9000.0,15.31,313.36,67596.0,6.44,0.0,47.0,5.0,328.8,36.0,6768.0,18.0,0.0,good
5583,2,4,2,19,16000.0,22.95,450.59,52000.0,18.9,0.0,0.0,8.0,262.4,60.0,12192.0,20.0,0.0,good
1152,3,4,8,29,8000.0,7.9,250.33,32500.0,21.72,0.0,35.0,8.0,273.3,36.0,2874.0,9.0,0.0,good
4311,1,0,8,42,15250.0,6.03,464.15,89000.0,3.6,0.0,0.0,6.0,427.2,36.0,66768.0,26.0,0.0,good
1035,10,4,3,6,34000.0,11.14,1115.38,280000.0,6.21,0.0,0.0,21.0,316.1,36.0,70460.0,54.0,0.0,good
3702,11,4,8,4,1500.0,10.74,32.42,15000.0,0.2,0.0,0.0,7.0,464.0,60.0,0.0,17.0,0.0,good
8460,6,0,2,4,15000.0,14.3,514.86,59000.0,1.47,0.0,0.0,4.0,259.8,36.0,1854.0,12.0,0.0,good
2403,1,4,1,20,16000.0,17.27,572.6,73000.0,32.12,0.0,32.0,20.0,304.5,36.0,28738.0,34.0,0.0,good
9152,6,0,1,31,6000.0,10.99,196.41,54000.0,15.78,0.0,0.0,7.0,294.4,36.0,22557.0,22.0,0.0,good
2374,2,4,0,4,4000.0,7.9,125.17,60000.0,17.41,0.0,0.0,11.0,229.6,36.0,411.0,18.0,0.0,good
2322,0,4,2,41,16000.0,8.9,508.06,600000.0,1.51,0.0,0.0,20.0,317.2,36.0,22687.0,41.0,0.0,good
3757,6,4,2,34,4000.0,15.81,140.26,50000.0,19.27,0.0,49.0,7.0,237.4,36.0,3850.0,16.0,0.0,good
6561,2,0,2,9,16000.0,21.15,434.21,70000.0,16.39,0.0,0.0,14.0,463.9,60.0,13205.0,34.0,0.0,good
3750,1,4,2,28,16000.0,13.99,372.21,68000.0,11.6,0.0,0.0,8.0,409.4,60.0,27604.0,34.0,0.0,good
4041,6,4,2,29,5375.0,12.12,178.84,19200.0,14.25,0.0,33.0,11.0,304.1,36.0,6623.0,36.0,0.0,good
459,2,0,3,41,10400.0,13.67,353.79,57600.0,16.28,1.0,18.0,14.0,250.4,36.0,18531.0,26.0,0.0,good
7142,1,0,2,2,10000.0,15.1,347.15,55000.0,24.09,0.0,0.0,7.0,284.1,36.0,5215.0,14.0,0.0,good
2754,6,0,1,4,9000.0,10.16,291.09,98000.0,11.35,0.0,0.0,8.0,400.4,36.0,26847.0,19.0,0.0,good
3673,1,0,8,4,20000.0,7.9,625.81,91200.0,15.51,0.0,0.0,15.0,346.3,36.0,9409.0,44.0,0.0,good
8860,3,0,2,37,17500.0,18.55,637.51,85000.0,14.81,1.0,8.0,15.0,310.2,36.0,14660.0,46.0,0.0,good
8466,1,0,1,15,21075.0,8.9,669.2,48000.0,18.85,0.0,35.0,8.0,335.2,36.0,13778.0,20.0,0.0,good
2693,0,4,8,13,21000.0,24.89,615.03,65000.0,5.74,0.0,0.0,7.0,281.5,60.0,8303.0,18.0,0.0,good
4192,3,4,2,4,30000.0,15.31,1044.52,75000.0,14.12,0.0,0.0,6.0,291.9,36.0,30768.0,13.0,0.0,good
3751,2,4,2,37,6000.0,12.12,199.63,48925.0,22.66,0.0,0.0,12.0,246.4,36.0,6341.0,18.0,0.0,good
5208,1,0,3,41,7800.0,11.14,255.88,110000.0,20.75,1.0,4.0,13.0,428.1,36.0,59879.0,38.0,0.0,good
