,emp_length Encoded,home_ownership Encoded,purpose Encoded,addr_state Encoded,loan_amnt,int_rate,installment,annual_inc,dti,delinq_2yrs,mths_since_last_delinq,open_acc,mths_since_first_cr_line,term,revol_bal,total_acc,out_prncp,predicted_loan_status
3996,5,3,2,23,10000.0,6.03,304.36,32001.0,28.05,0.0,54.0,12.0,280.5,36.0,1277.0,40.0,0.0,good
34,1,0,4,42,21600.0,7.9,675.87,95000.0,3.42,0.0,0.0,9.0,299.7,36.0,416.0,24.0,0.0,good
3566,3,0,8,16,10000.0,8.9,317.54,130000.0,5.25,0.0,42.0,4.0,287.5,36.0,0.0,28.0,0.0,good
754,2,3,2,9,3250.0,12.12,108.14,24960.0,15.26,0.0,0.0,6.0,181.4,36.0,2883.0,7.0,0.0,good
5408,1,4,2,29,12000.0,17.27,429.45,55000.0,21.01,0.0,0.0,14.0,382.8,36.0,15426.0,30.0,0.0,good
5441,1,0,10,39,5000.0,15.31,174.09,54000.0,15.37,0.0,0.0,15.0,386.0,36.0,18242.0,39.0,0.0,good
5808,1,4,2,4,23850.0,24.83,697.66,53712.0,25.21,0.0,28.0,11.0,279.6,60.0,14172.0,25.0,0.0,good
157,1,0,2,28,35000.0,17.99,1265.16,170000.0,22.12,0.0,0.0,14.0,400.3,36.0,97310.0,32.0,0.0,good
3961,1,4,1,28,5700.0,12.12,189.65,80000.0,3.51,0.0,0.0,10.0,225.8,36.0,7129.0,10.0,0.0,good
1235,10,4,2,7,6375.0,8.9,202.43,38000.0,0.79,0.0,38.0,12.0,233.8,36.0,246.0,51.0,0.0,good
3992,2,0,2,3,12375.0,13.11,417.62,40000.0,28.68,0.0,0.0,18.0,218.5,36.0,5455.0,26.0,0.0,good
763,2,4,2,2,5350.0,12.12,178.01,37440.0,15.51,0.0,58.0,16.0,242.3,36.0,4465.0,25.0,0.0,good
4346,5,0,2,37,35000.0,23.28,992.31,129000.0,12.69,0.0,0.0,11.0,432.9,60.0,22828.0,32.0,0.0,good
3823,4,4,2,37,24000.0,14.65,566.56,120000.0,24.22,0.0,0.0,4.0,233.9,60.0,7763.0,6.0,0.0,good
1301,6,0,2,4,12000.0,12.12,399.26,67896.0,14.05,0.0,0.0,13.0,273.4,36.0,18681.0,20.0,0.0,good
4193,6,4,1,29,6250.0,10.16,202.14,31000.0,21.17,0.0,0.0,11.0,197.8,36.0,5894.0,14.0,0.0,good
5291,3,4,2,29,6000.0,14.09,205.33,32000.0,24.56,0.0,0.0,11.0,216.6,36.0,11837.0,13.0,0.0,good
7104,1,4,1,23,5000.0,9.99,161.32,42000.0,27.63,0.0,0.0,10.0,308.2,36.0,10546.0,23.0,0.0,good
385,5,4,10,4,4000.0,16.29,141.21,80000.0,2.09,0.0,0.0,5.0,247.3,36.0,249.0,7.0,0.0,good
2463,1,0,1,10,21000.0,6.62,644.78,120328.0,23.97,0.0,0.0,12.0,399.4,36.0,62398.0,26.0,0.0,good
3197,3,0,2,4,16800.0,17.56,422.6,61000.0,8.81,0.0,58.0,14.0,260.0,60.0,12677.0,35.0,0.0,good
2172,1,4,6,4,6000.0,17.27,214.73,42000.0,22.54,0.0,0.0,7.0,283.5,36.0,10427.0,10.0,0.0,good
4010,10,4,2,9,10000.0,14.09,342.22,34000.0,9.11,0.0,0.0,8.0,289.3,36.0,11369.0,18.0,0.0,good
6985,1,0,6,4,1000.0,16.2,35.26,56447.0,25.32,0.0,0.0,7.0,278.5,36.0,339.0,38.0,0.0,good
2902,7,0,2,4,12000.0,14.33,412.06,100000.0,18.19,1.0,11.0,11.0,269.9,36.0,9677.0,25.0,0.0,good
9336,1,0,3,3,30000.0,13.67,1020.53,1000000.0,5.36,3.0,14.0,10.0,499.1,36.0,67298.0,30.0,0.0,good
3927,5,0,2,3,23850.0,7.62,743.2,60000.0,10.82,0.0,0.0,15.0,317.1,36.0,20707.0,22.0,0.0,good
4056,1,0,2,39,14000.0,17.27,501.03,103000.0,16.04,0.0,0.0,12.0,386.0,36.0,40228.0,27.0,0.0,good
1066,5,4,2,21,15000.0,17.27,536.81,58000.0,8.46,0.0,0.0,9.0,367.9,36.0,14364.0,16.0,0.0,good
1234,6,4,2,4,11875.0,19.05,435.6,35000.0,10.59,0.0,0.0,5.0,212.8,36.0,12486.0,13.0,0.0,good
9315,5,0,1,29,23000.0,14.3,789.45,130000.0,16.49,0.0,0.0,23.0,347.0,36.0,32591.0,48.0,0.0,good
189,10,0,5,10,12000.0,6.62,368.45,84000.0,22.66,0.0,0.0,8.0,370.2,36.0,5355.0,25.0,0.0,good
3629,10,4,2,28,10000.0,10.74,326.16,63000.0,5.56,0.0,0.0,14.0,210.9,36.0,7397.0,18.0,0.0,good
6747,0,0,2,39,35000.0,20.31,933.34,155000.0,15.0,0.0,0.0,12.0,260.4,60.0,18744.0,30.0,0.0,good
4533,2,4,2,4,16000.0,16.29,564.81,75000.0,18.13,0.0,35.0,6.0,268.7,36.0,2883.0,16.0,0.0,good
434,11,3,3,9,5000.0,6.62,153.52,32340.0,29.5,0.0,0.0,8.0,283.6,36.0,12581.0,18.0,0.0,good
127,7,0,2,9,21000.0,9.91,676.73,80000.0,7.41,0.0,72.0,5.0,452.8,36.0,13325.0,22.0,0.0,good
158,4,0,8,28,23850.0,21.48,651.68,51000.0,18.75,1.0,15.0,23.0,282.3,60.0,37251.0,43.0,0.0,good
2470,6,4,2,42,19000.0,18.75,694.07,50000.0,15.12,0.0,0.0,9.0,252.7,36.0,9735.0,17.0,0.0,good
3548,4,0,10,38,10200.0,6.62,313.18,40000.0,11.01,0.0,0.0,7.0,253.6,36.0,722.0,15.0,0.0,good
8863,1,4,8,4,1000.0,19.52,36.92,75000.0,29.74,0.0,0.0,11.0,341.1,36.0,22757.0,19.0,0.0,good
3903,5,0,2,39,35000.0,19.72,1295.74,116000.0,18.44,0.0,0.0,14.0,345.2,36.0,24712.0,27.0,0.0,good
1166,3,0,2,26,6000.0,14.09,205.33,27900.0,32.04,0.0,0.0,12.0,225.3,36.0,15533.0,17.0,0.0,good
465,7,0,1,32,5000.0,8.9,158.77,80000.0,15.93,0.0,74.0,10.0,300.3,36.0,12307.0,19.0,0.0,good
1328,4,4,1,19,4500.0,7.9,140.81,30000.0,25.2,0.0,67.0,10.0,266.2,36.0,4437.0,16.0,0.0,good
4923,1,3,1,22,24000.0,8.9,762.08,100000.0,16.92,0.0,0.0,7.0,406.6,36.0,58341.0,19.0,0.0,good
4661,2,4,1,28,23400.0,7.62,729.18,106000.0,16.43,0.0,0.0,8.0,333.9,36.0,25922.0,9.0,0.0,good
4013,1,0,2,39,15000.0,15.8,525.88,51000.0,18.75,0.0,65.0,11.0,364.2,36.0,11802.0,29.0,0.0,good
3960,1,0,2,37,6000.0,14.33,140.64,68000.0,19.16,0.0,0.0,9.0,343.8,60.0,4891.0,25.0,0.0,good
5147,1,0,2,9,17800.0,17.77,641.47,50000.0,22.78,0.0,0.0,13.0,357.3,36.0,13826.0,17.0,0.0,good
5486,1,3,2,18,16000.0,13.11,539.96,50000.0,31.38,0.0,0.0,10.0,452.5,36.0,20334.0,24.0,0.0,good
818,8,0,1,4,10000.0,15.8,350.59,60000.0,21.36,1.0,20.0,16.0,304.9,36.0,9086.0,28.0,0.0,good
1140,10,3,2,0,9750.0,12.12,324.4,30000.0,22.96,0.0,0.0,5.0,258.0,36.0,13780.0,17.0,0.0,good
2904,1,4,2,42,5000.0,11.55,165.0,29000.0,7.78,0.0,44.0,4.0,293.9,36.0,3621.0,15.0,0.0,good
2277,7,0,2,44,15000.0,18.49,545.99,45000.0,19.71,0.0,28.0,14.0,306.0,36.0,7272.0,21.0,0.0,good
1414,8,0,2,10,23500.0,14.09,804.21,65000.0,26.2,0.0,41.0,19.0,334.3,36.0,14593.0,53.0,0.0,good
974,0,3,2,4,18000.0,18.49,655.18,53000.0,15.96,0.0,42.0,11.0,226.6,36.0,14703.0,11.0,0.0,good
1840,3,0,2,29,15200.0,10.16,491.61,95000.0,15.28,0.0,54.0,10.0,305.4,36.0,13188.0,27.0,0.0,good
827,1,0,2,9,10500.0,14.33,360.56,62000.0,8.87,1.0,22.0,7.0,270.8,36.0,9836.0,25.0,0.0,good
3561,11,0,3,41,3000.0,7.62,93.49,34000.0,0.0,0.0,0.0,4.0,417.7,36.0,0.0,9.0,0.0,good
1049,4,3,10,25,33950.0,23.28,962.54,85000.0,17.86,0.0,0.0,3.0,302.0,60.0,18108.0,19.0,0.0,good
265,1,4,2,20,25000.0,13.11,843.68,77890.0,12.9,0.0,0.0,14.0,291.2,36.0,22585.0,20.0,0.0,good
6324,4,4,8,41,4200.0,18.25,152.37,44127.0,27.93,0.0,40.0,10.0,332.0,36.0,23070.0,13.0,0.0,good
4610,1,0,2,17,7000.0,11.14,229.64,40000.0,27.89,2.0,22.0,15.0,395.2,36.0,9823.0,33.0,0.0,good
137,10,0,4,21,35000.0,21.28,952.39,80000.04,14.47,0.0,51.0,14.0,242.6,60.0,19946.0,20.0,0.0,good
4660,1,0,1,21,9600.0,12.12,319.41,70000.0,13.73,1.0,10.0,11.0,366.7,36.0,10438.0,30.0,0.0,good
323,1,0,2,4,14000.0,12.12,465.81,160000.0,13.19,0.0,32.0,12.0,306.2,36.0,28597.0,30.0,0.0,good
7332,5,0,3,5,10800.0,7.62,336.55,198000.0,2.62,0.0,0.0,5.0,285.6,36.0,2786.0,25.0,0.0,good
5577,2,4,2,18,17475.0,17.77,441.57,83100.0,14.28,0.0,36.0,13.0,280.4,60.0,3901.0,44.0,0.0,good
2552,1,0,8,18,10000.0,16.29,353.01,90000.0,13.29,1.0,12.0,10.0,255.0,36.0,3405.0,35.0,0.0,good
1718,1,3,2,28,20050.0,22.47,559.14,45000.0,15.55,0.0,30.0,10.0,329.9,60.0,6952.0,21.0,0.0,good
3,3,4,2,25,5500.0,13.67,187.1,55000.0,20.71,0.0,0.0,17.0,443.1,36.0,9486.0,25.0,0.0,good
1583,2,4,1,25,10000.0,13.11,337.47,67000.0,17.16,1.0,12.0,6.0,262.5,36.0,11317.0,36.0,0.0,good
1278,8,0,2,0,28625.0,15.31,996.65,64800.0,20.35,0.0,0.0,6.0,301.7,36.0,30585.0,18.0,0.0,good
4034,7,4,2,44,3025.0,11.14,99.24,60000.0,23.46,0.0,26.0,15.0,250.2,36.0,23256.0,32.0,0.0,good
6424,1,0,2,4,13000.0,11.55,429.0,58000.0,26.15,0.0,0.0,16.0,362.6,36.0,10618.0,32.0,0.0,good
3851,1,0,2,29,25000.0,14.09,855.54,108500.0,6.11,1.0,16.0,6.0,369.7,36.0,39.0,27.0,0.0,good
4740,5,0,8,6,19750.0,23.76,565.42,70000.0,9.84,0.0,0.0,7.0,267.3,60.0,16898.0,13.0,0.0,good
4125,6,4,1,37,15000.0,14.33,515.08,80000.0,13.71,0.0,0.0,9.0,243.5,36.0,20703.0,12.0,0.0,good
4306,1,0,2,12,26325.0,21.0,712.18,60000.0,21.74,0.0,67.0,10.0,294.7,60.0,9553.0,24.0,0.0,good
7007,6,4,2,28,5450.0,15.61,190.56,70000.0,14.38,1.0,21.0,13.0,302.6,36.0,6406.0,24.0,0.0,good
5402,5,4,2,28,16425.0,19.05,602.5,38000.0,9.76,0.0,0.0,6.0,208.1,36.0,7410.0,12.0,0.0,good
6315,6,4,2,28,18000.0,24.5,523.07,100000.0,7.66,0.0,0.0,11.0,205.9,60.0,15419.0,12.0,0.0,good
853,10,3,2,34,11700.0,12.12,389.28,34000.0,17.82,0.0,0.0,13.0,255.6,36.0,21135.0,17.0,0.0,good
1012,1,0,3,21,4600.0,7.62,143.35,65000.0,12.61,0.0,0.0,11.0,307.2,36.0,12073.0,61.0,0.0,good
3963,2,0,2,32,20000.0,13.11,456.19,50000.0,12.14,0.0,0.0,17.0,285.8,60.0,8703.0,32.0,0.0,good
6092,2,4,2,29,15000.0,17.56,538.99,90000.0,9.93,0.0,0.0,9.0,193.6,36.0,13323.0,13.0,0.0,good
447,2,0,3,25,9000.0,7.62,280.46,90000.0,1.4,0.0,0.0,5.0,264.5,36.0,6275.0,35.0,0.0,good
6063,7,4,2,9,19425.0,23.28,550.73,45000.0,13.31,0.0,45.0,13.0,308.8,60.0,13917.0,20.0,0.0,good
3926,1,0,8,10,2775.0,7.9,86.84,130000.0,9.98,0.0,0.0,4.0,346.1,36.0,2644.0,16.0,0.0,good
2389,1,0,2,37,3000.0,18.75,109.59,117000.0,23.22,0.0,0.0,15.0,333.6,36.0,7953.0,22.0,0.0,good
7334,1,0,2,4,9175.0,17.1,327.58,50000.0,21.41,1.0,13.0,11.0,407.6,36.0,14414.0,28.0,0.0,good
4980,5,4,1,4,12000.0,13.11,404.97,100700.0,12.36,0.0,0.0,9.0,317.3,36.0,5842.0,17.0,0.0,good
4156,10,4,2,4,15000.0,13.11,506.21,60000.0,13.4,0.0,0.0,6.0,218.2,36.0,9108.0,10.0,0.0,good
620,5,4,6,28,2700.0,13.11,91.12,49000.0,14.4,0.0,0.0,8.0,258.4,36.0,5575.0,16.0,0.0,good
511,4,4,2,31,2400.0,6.62,73.69,77000.0,7.97,0.0,0.0,7.0,203.8,36.0,4890.0,17.0,0.0,good
1931,7,4,2,4,21000.0,12.12,698.71,150000.0,10.03,0.0,0.0,9.0,250.3,36.0,40982.0,20.0,0.0,good
52,6,0,5,28,3000.0,6.62,92.12,40000.0,25.68,0.0,29.0,8.0,334.9,36.0,16727.0,26.0,0.0,good
523,4,0,1,34,15000.0,13.99,512.6,75000.0,19.92,0.0,0.0,9.0,357.6,36.0,16432.0,23.0,0.0,good
185,1,4,2,39,25000.0,13.49,848.27,80397.0,16.16,0.0,0.0,7.0,308.3,36.0,32284.0,23.0,0.0,good
1888,4,4,2,28,12000.0,13.11,404.97,71000.0,8.16,0.0,0.0,9.0,196.0,36.0,4225.0,13.0,0.0,good
7279,6,4,2,36,12000.0,17.1,298.88,94000.0,20.07,0.0,0.0,10.0,256.8,60.0,15447.0,21.0,0.0,good
6942,0,0,2,44,15000.0,24.08,432.22,50000.0,17.76,0.0,0.0,12.0,292.6,60.0,13511.0,35.0,0.0,good
5892,3,0,1,19,14425.0,11.14,473.22,38000.0,30.73,0.0,0.0,12.0,251.3,36.0,9073.0,19.0,0.0,good
4047,2,4,2,44,9000.0,7.9,281.62,42000.0,16.54,0.0,37.0,12.0,392.0,36.0,11580.0,29.0,0.0,good
264,1,0,2,39,18700.0,21.48,510.97,92000.0,16.21,1.0,15.0,19.0,311.2,60.0,9471.0,37.0,0.0,good
253,6,4,2,10,3600.0,7.9,112.65,75000.0,9.28,0.0,0.0,17.0,398.3,36.0,20985.0,25.0,0.0,good
5055,1,3,2,32,22000.0,11.14,721.72,67900.0,8.25,0.0,0.0,13.0,357.0,36.0,25063.0,29.0,0.0,good
5713,5,3,2,4,8575.0,10.16,277.34,25000.0,8.86,0.0,27.0,15.0,285.0,36.0,8412.0,42.0,0.0,good
5267,1,0,2,32,6000.0,11.14,196.84,40000.0,19.47,0.0,0.0,9.0,339.8,36.0,21996.0,25.0,0.0,good
188,4,4,5,4,10000.0,12.42,224.58,54000.0,23.16,0.0,0.0,5.0,314.2,60.0,0.0,8.0,0.0,good
712,3,3,3,43,5000.0,11.14,164.03,48500.0,30.85,0.0,0.0,10.0,306.8,36.0,8360.0,26.0,0.0,good
9182,8,0,2,25,18000.0,21.7,494.08,40000.0,29.01,0.0,0.0,12.0,215.4,60.0,19989.0,23.0,0.0,good
4067,4,0,2,39,15000.0,11.14,492.08,86000.0,10.51,1.0,11.0,8.0,205.8,36.0,4540.0,14.0,0.0,good
1841,5,4,2,4,14000.0,15.8,338.97,72332.0,22.35,0.0,0.0,15.0,308.4,60.0,23890.0,25.0,0.0,good
5945,1,4,2,4,16000.0,16.29,391.56,55000.0,11.43,0.0,0.0,22.0,329.1,60.0,14730.0,36.0,0.0,good
4312,2,4,2,10,25000.0,23.83,716.74,68000.0,13.73,0.0,0.0,10.0,271.2,60.0,26617.0,20.0,0.0,good
6659,7,0,2,2,18000.0,20.8,484.94,135000.0,10.96,0.0,0.0,9.0,255.7,60.0,24790.0,25.0,0.0,good
4726,11,4,2,28,12000.0,15.31,417.81,45756.0,4.77,0.0,0.0,15.0,333.4,36.0,5370.0,40.0,0.0,good
8483,1,0,2,12,1200.0,12.35,40.06,80000.0,12.81,0.0,0.0,13.0,327.3,36.0,23932.0,63.0,0.0,good
1697,1,4,1,42,17600.0,11.14,577.37,50000.0,26.95,0.0,0.0,12.0,280.9,36.0,25444.0,35.0,0.0,good
154,1,4,2,14,16500.0,19.99,613.12,33716.8,14.44,0.0,0.0,18.0,308.3,36.0,15185.0,26.0,0.0,good
6880,5,4,3,12,30000.0,24.89,878.61,98500.0,11.76,0.0,29.0,10.0,547.1,60.0,14521.0,16.0,0.0,good
6320,1,0,2,16,16000.0,17.56,574.92,65000.0,24.06,0.0,0.0,9.0,270.8,36.0,12014.0,30.0,0.0,good
4361,7,3,3,9,4000.0,7.62,124.65,60000.0,9.05,0.0,65.0,8.0,313.9,36.0,5434.0,23.0,0.0,good
908,1,0,3,30,3000.0,6.62,92.12,85000.0,17.46,0.0,0.0,12.0,419.2,36.0,21432.0,31.0,0.0,good
1424,1,0,2,17,17500.0,10.16,566.0,85000.0,12.59,0.0,66.0,11.0,367.5,36.0,10943.0,27.0,0.0,good
4635,1,0,2,38,15050.0,15.8,527.63,42000.0,18.6,0.0,34.0,10.0,286.2,36.0,15042.0,33.0,0.0,good
2780,6,4,1,4,5600.0,7.9,175.23,60000.0,7.84,0.0,73.0,13.0,284.4,36.0,17779.0,36.0,0.0,good
795,1,0,5,28,12000.0,6.62,368.45,53850.0,9.05,0.0,0.0,9.0,315.1,36.0,348.0,27.0,0.0,good
5442,9,0,2,2,12000.0,14.09,410.66,55000.0,22.47,0.0,0.0,12.0,309.8,36.0,13741.0,34.0,0.0,good
284,1,0,3,28,12000.0,17.99,433.77,103000.0,17.08,2.0,18.0,12.0,316.8,36.0,12511.0,28.0,0.0,good
4075,3,4,1,18,3900.0,10.16,126.14,31000.0,23.38,0.0,0.0,7.0,234.9,36.0,7974.0,16.0,0.0,good
5115,2,0,2,29,32900.0,17.77,831.34,80000.0,17.07,2.0,22.0,14.0,286.6,60.0,5609.0,29.0,0.0,good
4800,1,0,2,31,4325.0,7.9,135.34,55000.0,24.46,0.0,0.0,15.0,337.0,36.0,4168.0,35.0,0.0,good
5877,0,0,3,4,16000.0,6.03,486.97,250000.0,24.44,0.0,45.0,12.0,414.3,36.0,50739.0,46.0,0.0,good
3982,1,4,2,27,10000.0,14.09,342.22,40000.0,23.64,0.0,66.0,12.0,408.6,36.0,18537.0,23.0,0.0,good
8615,3,0,5,23,23500.0,16.2,573.98,94000.0,12.91,0.0,40.0,17.0,301.8,60.0,10218.0,45.0,0.0,good
4913,7,0,2,4,18225.0,6.03,554.69,60000.0,23.76,0.0,0.0,16.0,304.7,36.0,10382.0,47.0,0.0,good
3571,9,0,2,26,35000.0,20.5,937.06,116000.0,19.39,0.0,42.0,11.0,308.2,60.0,21306.0,43.0,0.0,good
7679,4,0,2,42,8325.0,20.2,310.24,25000.0,33.56,0.0,0.0,7.0,191.6,36.0,4591.0,11.0,0.0,good
1262,1,0,2,19,18000.0,12.12,401.5,75000.0,24.22,0.0,0.0,13.0,342.5,60.0,18021.0,27.0,0.0,good
7066,1,4,2,4,14200.0,12.99,478.39,54000.0,21.78,0.0,0.0,10.0,519.3,36.0,20908.0,21.0,0.0,good
5049,8,4,1,4,12000.0,11.14,393.67,44381.87,15.82,0.0,0.0,6.0,261.1,36.0,8138.0,21.0,0.0,good
3525,2,0,2,37,5950.0,8.9,188.94,82000.0,23.81,0.0,0.0,9.0,276.2,36.0,39469.0,27.0,0.0,good
1144,0,0,2,37,16000.0,18.75,584.48,75000.0,15.95,0.0,55.0,14.0,278.4,36.0,13936.0,38.0,0.0,good
3837,1,4,2,37,16000.0,13.11,539.96,61000.0,27.01,0.0,0.0,9.0,392.8,36.0,14628.0,23.0,0.0,good
5036,9,4,2,11,10050.0,13.11,339.16,30000.0,33.56,0.0,0.0,6.0,281.9,36.0,10579.0,27.0,0.0,good
854,1,0,2,42,16000.0,18.49,410.58,44366.0,25.15,0.0,0.0,8.0,316.6,60.0,22962.0,15.0,0.0,good
3871,1,0,3,29,4875.0,8.9,100.97,82400.0,12.28,1.0,14.0,7.0,436.5,60.0,72709.0,19.0,0.0,good
99,1,0,1,4,24925.0,12.69,836.11,60000.0,22.94,1.0,1.0,12.0,294.2,36.0,37548.0,30.0,0.0,good
1671,2,4,2,4,18825.0,17.77,678.4,55000.0,25.09,0.0,0.0,14.0,201.7,36.0,12336.0,19.0,0.0,good
1143,1,0,8,37,4800.0,14.09,164.27,99000.0,23.56,0.0,28.0,11.0,349.4,36.0,41247.0,31.0,0.0,good
181,11,0,1,37,19550.0,19.91,516.98,50000.0,8.86,0.0,0.0,8.0,314.3,60.0,19680.0,23.0,0.0,good
450,1,0,2,38,21000.0,9.76,675.25,50779.0,17.93,0.0,0.0,11.0,429.5,36.0,16642.0,21.0,0.0,good
7102,1,0,2,19,5000.0,10.99,163.67,101000.0,6.64,4.0,7.0,11.0,375.3,36.0,14676.0,35.0,0.0,good
5162,2,4,2,42,8725.0,14.09,298.59,25000.0,12.72,0.0,0.0,5.0,211.4,36.0,5319.0,11.0,0.0,good
9138,1,4,7,25,6000.0,22.4,230.39,190000.0,9.21,4.0,13.0,18.0,480.3,36.0,7517.0,51.0,0.0,good
563,2,0,2,4,7750.0,9.76,249.2,90000.0,21.15,0.0,53.0,22.0,265.0,36.0,10642.0,47.0,0.0,good
1242,0,4,1,4,7200.0,14.09,246.4,64000.0,20.81,0.0,48.0,10.0,386.8,36.0,9609.0,36.0,0.0,good
5060,8,0,2,20,8000.0,14.33,274.71,73000.0,28.8,1.0,8.0,19.0,271.7,36.0,9995.0,51.0,0.0,good
3652,7,0,6,37,8000.0,15.81,280.51,60000.0,19.98,0.0,0.0,6.0,320.7,36.0,145.0,25.0,0.0,good
1810,9,0,2,4,21000.0,6.62,644.78,150000.0,11.35,1.0,22.0,20.0,508.5,36.0,65311.0,50.0,0.0,good
464,11,4,2,4,8925.0,7.9,279.27,18600.0,19.69,0.0,0.0,12.0,279.3,36.0,9227.0,28.0,0.0,good
1135,9,0,2,25,20000.0,21.98,552.16,70000.0,22.78,0.0,46.0,14.0,301.5,60.0,11438.0,37.0,0.0,good
5963,10,0,2,12,21000.0,6.03,639.15,225000.0,10.35,0.0,0.0,13.0,332.8,36.0,19409.0,27.0,0.0,good
1310,1,4,2,9,11850.0,14.33,406.91,47500.0,10.69,1.0,21.0,8.0,272.3,36.0,15493.0,22.0,0.0,good
1363,1,0,2,32,12775.0,10.16,413.18,36000.0,33.12,0.0,0.0,9.0,266.9,36.0,26171.0,10.0,0.0,good
858,0,4,2,37,8000.0,11.14,262.45,46000.0,14.14,0.0,0.0,14.0,218.6,36.0,7058.0,20.0,0.0,good
3917,0,4,2,17,9000.0,6.62,276.34,50000.0,13.85,0.0,0.0,5.0,350.1,36.0,7853.0,19.0,0.0,good
4988,11,0,2,41,28000.0,11.14,610.75,87000.0,3.17,0.0,0.0,6.0,405.1,60.0,55388.0,10.0,0.0,good
1589,0,3,3,6,7000.0,7.9,219.04,62320.0,3.89,0.0,0.0,7.0,331.5,36.0,6806.0,10.0,0.0,good
3329,10,4,2,28,8000.0,9.71,257.05,58000.0,13.95,1.0,16.0,16.0,333.5,36.0,8905.0,50.0,0.0,good
112,0,0,2,4,11000.0,12.12,365.99,82000.0,3.37,0.0,0.0,2.0,330.9,36.0,7657.0,7.0,0.0,good
4967,1,0,2,28,7500.0,13.11,253.11,67200.0,14.04,1.0,17.0,14.0,332.4,36.0,35282.0,39.0,0.0,good
573,2,0,2,28,6000.0,13.11,202.49,94691.0,18.73,0.0,40.0,13.0,284.0,36.0,31742.0,31.0,0.0,good
516,6,4,2,28,7700.0,17.99,195.49,40000.0,16.68,0.0,0.0,12.0,405.7,60.0,9228.0,28.0,0.0,good
364,5,4,1,23,3700.0,6.62,113.61,38000.0,26.34,0.0,0.0,13.0,366.5,36.0,10805.0,32.0,0.0,good
4797,1,4,2,28,10000.0,16.29,353.01,79000.0,8.42,0.0,0.0,12.0,358.1,36.0,11408.0,19.0,0.0,good
289,1,0,2,4,11450.0,7.9,358.28,56000.0,13.84,0.0,0.0,5.0,253.1,36.0,14000.0,9.0,0.0,good
412,3,4,2,41,26500.0,18.25,676.54,53000.0,3.67,0.0,0.0,3.0,249.0,60.0,7628.0,7.0,0.0,good
1098,1,0,2,38,20000.0,16.29,706.01,64700.0,28.73,1.0,11.0,25.0,488.7,36.0,5334.0,57.0,0.0,good
1340,10,0,2,23,6400.0,15.31,222.84,48000.0,14.15,0.0,0.0,8.0,251.8,36.0,4164.0,19.0,0.0,good
1229,10,0,2,23,15500.0,17.27,554.71,36000.0,24.63,0.0,0.0,11.0,342.9,36.0,26550.0,22.0,0.0,good
627,1,4,2,16,6000.0,14.09,205.33,80000.0,24.29,0.0,0.0,18.0,251.1,36.0,10041.0,23.0,0.0,good
145,1,0,2,12,3500.0,12.69,117.41,80000.0,13.29,0.0,0.0,5.0,264.5,36.0,22630.0,9.0,0.0,good
6897,5,3,1,27,5000.0,6.97,154.32,58000.0,12.77,0.0,0.0,10.0,279.9,36.0,5420.0,32.0,0.0,good
454,5,0,7,29,16000.0,6.03,486.97,350000.0,0.7,0.0,0.0,11.0,278.4,36.0,2051.0,18.0,0.0,good
3918,11,0,5,23,9600.0,12.12,319.41,53000.0,14.81,0.0,25.0,6.0,280.1,36.0,4055.0,20.0,0.0,good
4191,1,0,1,3,8000.0,15.31,278.54,55000.0,19.11,0.0,0.0,7.0,187.9,36.0,8810.0,8.0,0.0,good
443,0,4,8,20,6000.0,13.11,202.49,14700.0,12.08,1.0,5.0,6.0,261.4,36.0,4887.0,11.0,0.0,good
1237,7,0,4,17,35000.0,14.33,820.39,160000.0,0.81,0.0,0.0,8.0,272.9,60.0,4452.0,14.0,0.0,good
676,1,0,8,9,7000.0,12.12,232.91,150000.0,18.88,0.0,81.0,17.0,293.9,36.0,28962.0,28.0,0.0,good
868,0,0,1,3,12000.0,15.31,417.81,80000.0,12.06,0.0,34.0,7.0,329.5,36.0,15770.0,36.0,0.0,good
2417,1,0,2,18,19000.0,21.0,715.83,97000.0,16.96,0.0,0.0,9.0,357.7,36.0,32220.0,56.0,0.0,good
830,1,0,2,9,1150.0,14.09,39.36,62000.0,15.11,0.0,0.0,10.0,275.9,36.0,11459.0,18.0,0.0,good
1547,0,0,2,37,25450.0,23.28,721.55,75000.0,8.13,4.0,5.0,11.0,447.8,60.0,4528.0,25.0,0.0,good
4074,4,3,2,29,25000.0,23.63,713.85,88100.0,13.73,0.0,0.0,11.0,284.9,60.0,16450.0,41.0,0.0,good
2569,7,0,1,39,30175.0,16.29,738.46,129965.04,24.37,0.0,67.0,15.0,321.0,60.0,27513.0,32.0,0.0,good
5239,3,0,7,32,4000.0,18.49,145.6,60000.0,23.79,0.0,0.0,12.0,286.0,36.0,20530.0,28.0,0.0,good
4127,1,4,1,4,9000.0,14.33,309.05,60000.0,13.68,0.0,31.0,4.0,304.4,36.0,4185.0,25.0,0.0,good
1949,6,4,2,4,8975.0,15.31,312.49,50000.0,23.3,0.0,36.0,7.0,261.8,36.0,7503.0,18.0,0.0,good
6042,3,0,1,37,8400.0,10.16,271.68,110000.0,15.46,0.0,0.0,17.0,273.0,36.0,14136.0,30.0,0.0,good
4748,2,4,2,32,10500.0,15.31,365.59,30000.0,19.92,0.0,0.0,15.0,203.3,36.0,9794.0,19.0,0.0,good
